Date,Day Type,Screen,Screen Type,Movie,Genre,Duration,Show Time,Slot Category,Seats Booked,Capacity,Occupancy %,Ticket Price,Revenue,Occupancy Category,Revenue Category
08-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,4:00 PM,Evening,96,120,80,450,43200,High,Normal Revenue
08-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,109,120,91,450,49050,High,Normal Revenue
08-May-25,Weekday,Screen 1,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,83,120,69,450,37350,Medium,Normal Revenue
08-May-25,Weekday,Screen 2,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,39,80,49,250,9750,Low,Normal Revenue
08-May-25,Weekday,Screen 2,Standard,Munjya,Horror Comedy,123,1:00 PM,Afternoon,44,80,55,250,11000,Medium,Normal Revenue
08-May-25,Weekday,Screen 2,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,57,80,71,250,14250,Medium,Normal Revenue
08-May-25,Weekday,Screen 2,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,75,80,94,250,18750,High,Normal Revenue
08-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,10:00 PM,Night,69,80,86,250,17250,High,Normal Revenue
08-May-25,Weekday,Screen 3,Standard,Fighter,Action,166,10:00 AM,Morning,50,100,50,250,12500,Medium,Normal Revenue
08-May-25,Weekday,Screen 3,Standard,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,80,100,80,250,20000,High,Normal Revenue
08-May-25,Weekday,Screen 3,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,94,100,94,250,23500,High,Normal Revenue
08-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,94,100,94,250,23500,High,Normal Revenue
08-May-25,Weekday,Screen 3,Standard,Shaitaan,Thriller,132,10:00 PM,Night,79,100,79,250,19750,Medium,Normal Revenue
08-May-25,Weekday,Screen 4,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,98,140,70,450,44100,Medium,Normal Revenue
08-May-25,Weekday,Screen 4,IMAX,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,92,140,66,450,41400,Medium,Normal Revenue
08-May-25,Weekday,Screen 4,IMAX,Stree 2,Horror Comedy,150,4:00 PM,Evening,105,140,75,450,47250,Medium,Normal Revenue
08-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,7:00 PM,Prime Time,134,140,96,450,60300,High,High Revenue
08-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,112,140,80,450,50400,High,High Revenue
08-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,10:00 AM,Morning,70,110,64,250,17500,Medium,Normal Revenue
08-May-25,Weekday,Screen 5,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,87,110,79,250,21750,Medium,Normal Revenue
08-May-25,Weekday,Screen 5,Standard,Animal,Crime Drama,201,4:00 PM,Evening,81,110,74,250,20250,Medium,Normal Revenue
08-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,7:00 PM,Prime Time,92,110,84,250,23000,High,Normal Revenue
08-May-25,Weekday,Screen 5,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,70,110,64,250,17500,Medium,Normal Revenue
08-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,74,130,57,350,25900,Medium,Normal Revenue
08-May-25,Weekday,Screen 6,Premium,Bad Newz,Comedy,142,1:00 PM,Afternoon,81,130,62,350,28350,Medium,Normal Revenue
08-May-25,Weekday,Screen 6,Premium,Chandu Champion,Sports Drama,145,4:00 PM,Evening,117,130,90,350,40950,High,Normal Revenue
08-May-25,Weekday,Screen 6,Premium,Animal,Crime Drama,201,7:00 PM,Prime Time,122,130,94,350,42700,High,Normal Revenue
08-May-25,Weekday,Screen 6,Premium,Bad Newz,Comedy,142,10:00 PM,Night,112,130,86,350,39200,High,Normal Revenue
08-May-25,Weekday,Screen 7,Standard,Stree 2,Horror Comedy,150,10:00 AM,Morning,58,90,65,250,14500,Medium,Normal Revenue
08-May-25,Weekday,Screen 7,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,59,90,66,250,14750,Medium,Normal Revenue
08-May-25,Weekday,Screen 7,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,86,90,95,250,21500,High,Normal Revenue
08-May-25,Weekday,Screen 7,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,78,90,87,250,19500,High,Normal Revenue
08-May-25,Weekday,Screen 7,Standard,Chandu Champion,Sports Drama,145,10:00 PM,Night,78,90,87,250,19500,High,Normal Revenue
08-May-25,Weekday,Screen 8,IMAX,Kalki,Sci-Fi,180,10:00 AM,Morning,86,150,57,450,38700,Medium,Normal Revenue
08-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,1:00 PM,Afternoon,120,150,80,450,54000,High,High Revenue
08-May-25,Weekday,Screen 8,IMAX,Animal,Crime Drama,201,4:00 PM,Evening,117,150,78,450,52650,Medium,High Revenue
08-May-25,Weekday,Screen 8,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,147,150,98,450,66150,High,High Revenue
08-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,10:00 PM,Night,128,150,85,450,57600,High,High Revenue
08-May-25,Weekday,Screen 9,Standard,Fighter,Action,166,10:00 AM,Morning,42,100,42,250,10500,Low,Normal Revenue
08-May-25,Weekday,Screen 9,Standard,Munjya,Horror Comedy,123,1:00 PM,Afternoon,77,100,77,250,19250,Medium,Normal Revenue
08-May-25,Weekday,Screen 9,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,71,100,71,250,17750,Medium,Normal Revenue
08-May-25,Weekday,Screen 9,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,80,100,80,250,20000,High,Normal Revenue
08-May-25,Weekday,Screen 9,Standard,Crew,Comedy Drama,124,10:00 PM,Night,85,100,85,250,21250,High,Normal Revenue
08-May-25,Weekday,Screen 10,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,48,120,40,350,16800,Low,Normal Revenue
08-May-25,Weekday,Screen 10,Premium,Crew,Comedy Drama,124,1:00 PM,Afternoon,85,120,71,350,29750,Medium,Normal Revenue
08-May-25,Weekday,Screen 10,Premium,Shaitaan,Thriller,132,4:00 PM,Evening,108,120,90,350,37800,High,Normal Revenue
08-May-25,Weekday,Screen 10,Premium,Munjya,Horror Comedy,123,7:00 PM,Prime Time,113,120,94,350,39550,High,Normal Revenue
08-May-25,Weekday,Screen 10,Premium,Bad Newz,Comedy,142,10:00 PM,Night,107,120,89,350,37450,High,Normal Revenue
08-May-25,Weekday,Screen 11,Standard,Animal,Crime Drama,201,10:00 AM,Morning,36,80,45,250,9000,Low,Normal Revenue
08-May-25,Weekday,Screen 11,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,46,80,58,250,11500,Medium,Normal Revenue
08-May-25,Weekday,Screen 11,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,62,80,77,250,15500,Medium,Normal Revenue
08-May-25,Weekday,Screen 11,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,74,80,92,250,18500,High,Normal Revenue
08-May-25,Weekday,Screen 11,Standard,Bad Newz,Comedy,142,10:00 PM,Night,67,80,84,250,16750,High,Normal Revenue
08-May-25,Weekday,Screen 12,IMAX,Munjya,Horror Comedy,123,10:00 AM,Morning,64,140,46,450,28800,Low,Normal Revenue
08-May-25,Weekday,Screen 12,IMAX,Shaitaan,Thriller,132,1:00 PM,Afternoon,92,140,66,450,41400,Medium,Normal Revenue
08-May-25,Weekday,Screen 12,IMAX,Pushpa 2,Action,170,4:00 PM,Evening,113,140,81,450,50850,High,High Revenue
08-May-25,Weekday,Screen 12,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,119,140,85,450,53550,High,High Revenue
08-May-25,Weekday,Screen 12,IMAX,Animal,Crime Drama,201,10:00 PM,Night,119,140,85,450,53550,High,High Revenue
09-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,10:00 AM,Morning,78,120,65,450,35100,Medium,Normal Revenue
09-May-25,Weekday,Screen 1,IMAX,Bad Newz,Comedy,142,1:00 PM,Afternoon,68,120,57,450,30600,Medium,Normal Revenue
09-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,4:00 PM,Evening,85,120,71,450,38250,Medium,Normal Revenue
09-May-25,Weekday,Screen 1,IMAX,Animal,Crime Drama,201,7:00 PM,Prime Time,113,120,94,450,50850,High,High Revenue
09-May-25,Weekday,Screen 1,IMAX,Pushpa 2,Action,170,10:00 PM,Night,89,120,74,450,40050,Medium,Normal Revenue
09-May-25,Weekday,Screen 2,Standard,Bad Newz,Comedy,142,10:00 AM,Morning,55,80,69,250,13750,Medium,Normal Revenue
09-May-25,Weekday,Screen 2,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,62,80,78,250,15500,Medium,Normal Revenue
09-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,63,80,79,250,15750,Medium,Normal Revenue
09-May-25,Weekday,Screen 2,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,76,80,95,250,19000,High,Normal Revenue
09-May-25,Weekday,Screen 2,Standard,Fighter,Action,166,10:00 PM,Night,65,80,81,250,16250,High,Normal Revenue
09-May-25,Weekday,Screen 3,Standard,Stree 2,Horror Comedy,150,10:00 AM,Morning,58,100,58,250,14500,Medium,Normal Revenue
09-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,71,100,71,250,17750,Medium,Normal Revenue
09-May-25,Weekday,Screen 3,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,75,100,75,250,18750,Medium,Normal Revenue
09-May-25,Weekday,Screen 3,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,99,100,99,250,24750,High,Normal Revenue
09-May-25,Weekday,Screen 3,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,61,100,61,250,15250,Medium,Normal Revenue
09-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,73,140,52,450,32850,Medium,Normal Revenue
09-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,1:00 PM,Afternoon,94,140,67,450,42300,Medium,Normal Revenue
09-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,4:00 PM,Evening,120,140,86,450,54000,High,High Revenue
09-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,7:00 PM,Prime Time,120,140,86,450,54000,High,High Revenue
09-May-25,Weekday,Screen 4,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,116,140,83,450,52200,High,High Revenue
09-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,10:00 AM,Morning,68,110,62,250,17000,Medium,Normal Revenue
09-May-25,Weekday,Screen 5,Standard,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,73,110,66,250,18250,Medium,Normal Revenue
09-May-25,Weekday,Screen 5,Standard,Fighter,Action,166,4:00 PM,Evening,101,110,92,250,25250,High,Normal Revenue
09-May-25,Weekday,Screen 5,Standard,Kalki,Sci-Fi,180,7:00 PM,Prime Time,98,110,89,250,24500,High,Normal Revenue
09-May-25,Weekday,Screen 5,Standard,Animal,Crime Drama,201,10:00 PM,Night,90,110,82,250,22500,High,Normal Revenue
09-May-25,Weekday,Screen 6,Premium,Stree 2,Horror Comedy,150,10:00 AM,Morning,65,130,50,350,22750,Medium,Normal Revenue
09-May-25,Weekday,Screen 6,Premium,Kalki,Sci-Fi,180,1:00 PM,Afternoon,82,130,63,350,28700,Medium,Normal Revenue
09-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,4:00 PM,Evening,113,130,87,350,39550,High,Normal Revenue
09-May-25,Weekday,Screen 6,Premium,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,124,130,95,350,43400,High,Normal Revenue
09-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,10:00 PM,Night,107,130,82,350,37450,High,Normal Revenue
09-May-25,Weekday,Screen 7,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,47,90,52,250,11750,Medium,Normal Revenue
09-May-25,Weekday,Screen 7,Standard,Fighter,Action,166,1:00 PM,Afternoon,53,90,59,250,13250,Medium,Normal Revenue
09-May-25,Weekday,Screen 7,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,84,90,93,250,21000,High,Normal Revenue
09-May-25,Weekday,Screen 7,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,76,90,84,250,19000,High,Normal Revenue
09-May-25,Weekday,Screen 7,Standard,Fighter,Action,166,10:00 PM,Night,54,90,60,250,13500,Medium,Normal Revenue
09-May-25,Weekday,Screen 8,IMAX,Chandu Champion,Sports Drama,145,10:00 AM,Morning,64,150,43,450,28800,Low,Normal Revenue
09-May-25,Weekday,Screen 8,IMAX,Animal,Crime Drama,201,1:00 PM,Afternoon,118,150,79,450,53100,Medium,High Revenue
09-May-25,Weekday,Screen 8,IMAX,Munjya,Horror Comedy,123,4:00 PM,Evening,117,150,78,450,52650,Medium,High Revenue
09-May-25,Weekday,Screen 8,IMAX,Munjya,Horror Comedy,123,7:00 PM,Prime Time,140,150,93,450,63000,High,High Revenue
09-May-25,Weekday,Screen 8,IMAX,Fighter,Action,166,10:00 PM,Night,117,150,78,450,52650,Medium,High Revenue
09-May-25,Weekday,Screen 9,Standard,Bad Newz,Comedy,142,10:00 AM,Morning,64,100,64,250,16000,Medium,Normal Revenue
09-May-25,Weekday,Screen 9,Standard,Kalki,Sci-Fi,180,1:00 PM,Afternoon,76,100,76,250,19000,Medium,Normal Revenue
09-May-25,Weekday,Screen 9,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,77,100,77,250,19250,Medium,Normal Revenue
09-May-25,Weekday,Screen 9,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,97,100,97,250,24250,High,Normal Revenue
09-May-25,Weekday,Screen 9,Standard,Bad Newz,Comedy,142,10:00 PM,Night,61,100,61,250,15250,Medium,Normal Revenue
09-May-25,Weekday,Screen 10,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,67,120,56,350,23450,Medium,Normal Revenue
09-May-25,Weekday,Screen 10,Premium,Shaitaan,Thriller,132,1:00 PM,Afternoon,77,120,64,350,26950,Medium,Normal Revenue
09-May-25,Weekday,Screen 10,Premium,Shaitaan,Thriller,132,4:00 PM,Evening,114,120,95,350,39900,High,Normal Revenue
09-May-25,Weekday,Screen 10,Premium,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,104,120,87,350,36400,High,Normal Revenue
09-May-25,Weekday,Screen 10,Premium,Chandu Champion,Sports Drama,145,10:00 PM,Night,95,120,79,350,33250,Medium,Normal Revenue
09-May-25,Weekday,Screen 11,Standard,Animal,Crime Drama,201,10:00 AM,Morning,49,80,61,250,12250,Medium,Normal Revenue
09-May-25,Weekday,Screen 11,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,49,80,61,250,12250,Medium,Normal Revenue
09-May-25,Weekday,Screen 11,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,76,80,95,250,19000,High,Normal Revenue
09-May-25,Weekday,Screen 11,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,78,80,98,250,19500,High,Normal Revenue
09-May-25,Weekday,Screen 11,Standard,Munjya,Horror Comedy,123,10:00 PM,Night,67,80,84,250,16750,High,Normal Revenue
09-May-25,Weekday,Screen 12,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,76,140,54,450,34200,Medium,Normal Revenue
09-May-25,Weekday,Screen 12,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,95,140,68,450,42750,Medium,Normal Revenue
09-May-25,Weekday,Screen 12,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,116,140,83,450,52200,High,High Revenue
09-May-25,Weekday,Screen 12,IMAX,Bad Newz,Comedy,142,7:00 PM,Prime Time,137,140,98,450,61650,High,High Revenue
09-May-25,Weekday,Screen 12,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,92,140,66,450,41400,Medium,Normal Revenue
10-May-25,Weekend,Screen 1,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,71,120,59,450,31950,Medium,Normal Revenue
10-May-25,Weekend,Screen 1,IMAX,Munjya,Horror Comedy,123,1:00 PM,Afternoon,89,120,74,450,40050,Medium,Normal Revenue
10-May-25,Weekend,Screen 1,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,90,120,75,450,40500,Medium,Normal Revenue
10-May-25,Weekend,Screen 1,IMAX,Fighter,Action,166,7:00 PM,Prime Time,118,120,98,450,53100,High,High Revenue
10-May-25,Weekend,Screen 1,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,113,120,94,450,50850,High,High Revenue
10-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,39,80,49,250,9750,Low,Normal Revenue
10-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,62,80,77,250,15500,Medium,Normal Revenue
10-May-25,Weekend,Screen 2,Standard,Chandu Champion,Sports Drama,145,4:00 PM,Evening,64,80,80,250,16000,High,Normal Revenue
10-May-25,Weekend,Screen 2,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,77,80,96,250,19250,High,Normal Revenue
10-May-25,Weekend,Screen 2,Standard,Animal,Crime Drama,201,10:00 PM,Night,62,80,78,250,15500,Medium,Normal Revenue
10-May-25,Weekend,Screen 3,Standard,Munjya,Horror Comedy,123,10:00 AM,Morning,57,100,57,250,14250,Medium,Normal Revenue
10-May-25,Weekend,Screen 3,Standard,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,68,100,68,250,17000,Medium,Normal Revenue
10-May-25,Weekend,Screen 3,Standard,Animal,Crime Drama,201,4:00 PM,Evening,79,100,79,250,19750,Medium,Normal Revenue
10-May-25,Weekend,Screen 3,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,92,100,92,250,23000,High,Normal Revenue
10-May-25,Weekend,Screen 3,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,76,100,76,250,19000,Medium,Normal Revenue
10-May-25,Weekend,Screen 4,IMAX,Pushpa 2,Action,170,10:00 AM,Morning,69,140,49,450,31050,Low,Normal Revenue
10-May-25,Weekend,Screen 4,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,101,140,72,450,45450,Medium,Normal Revenue
10-May-25,Weekend,Screen 4,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,112,140,80,450,50400,High,High Revenue
10-May-25,Weekend,Screen 4,IMAX,Munjya,Horror Comedy,123,7:00 PM,Prime Time,137,140,98,450,61650,High,High Revenue
10-May-25,Weekend,Screen 4,IMAX,Animal,Crime Drama,201,10:00 PM,Night,129,140,92,450,58050,High,High Revenue
10-May-25,Weekend,Screen 5,Standard,Kalki,Sci-Fi,180,10:00 AM,Morning,58,110,53,250,14500,Medium,Normal Revenue
10-May-25,Weekend,Screen 5,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,87,110,79,250,21750,Medium,Normal Revenue
10-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,4:00 PM,Evening,86,110,78,250,21500,Medium,Normal Revenue
10-May-25,Weekend,Screen 5,Standard,Kalki,Sci-Fi,180,7:00 PM,Prime Time,99,110,90,250,24750,High,Normal Revenue
10-May-25,Weekend,Screen 5,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,97,110,88,250,24250,High,Normal Revenue
10-May-25,Weekend,Screen 6,Premium,Fighter,Action,166,10:00 AM,Morning,79,130,61,350,27650,Medium,Normal Revenue
10-May-25,Weekend,Screen 6,Premium,Animal,Crime Drama,201,1:00 PM,Afternoon,100,130,77,350,35000,Medium,Normal Revenue
10-May-25,Weekend,Screen 6,Premium,Animal,Crime Drama,201,4:00 PM,Evening,101,130,78,350,35350,Medium,Normal Revenue
10-May-25,Weekend,Screen 6,Premium,Pushpa 2,Action,170,7:00 PM,Prime Time,124,130,95,350,43400,High,Normal Revenue
10-May-25,Weekend,Screen 6,Premium,Shaitaan,Thriller,132,10:00 PM,Night,86,130,66,350,30100,Medium,Normal Revenue
10-May-25,Weekend,Screen 7,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,42,90,47,250,10500,Low,Normal Revenue
10-May-25,Weekend,Screen 7,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,70,90,78,250,17500,Medium,Normal Revenue
10-May-25,Weekend,Screen 7,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,77,90,86,250,19250,High,Normal Revenue
10-May-25,Weekend,Screen 7,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,77,90,86,250,19250,High,Normal Revenue
10-May-25,Weekend,Screen 7,Standard,Fighter,Action,166,10:00 PM,Night,78,90,87,250,19500,High,Normal Revenue
10-May-25,Weekend,Screen 8,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,69,150,46,450,31050,Low,Normal Revenue
10-May-25,Weekend,Screen 8,IMAX,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,99,150,66,450,44550,Medium,Normal Revenue
10-May-25,Weekend,Screen 8,IMAX,Kalki,Sci-Fi,180,4:00 PM,Evening,114,150,76,450,51300,Medium,High Revenue
10-May-25,Weekend,Screen 8,IMAX,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,150,150,100,450,67500,High,High Revenue
10-May-25,Weekend,Screen 8,IMAX,Crew,Comedy Drama,124,10:00 PM,Night,142,150,95,450,63900,High,High Revenue
10-May-25,Weekend,Screen 9,Standard,Kalki,Sci-Fi,180,10:00 AM,Morning,61,100,61,250,15250,Medium,Normal Revenue
10-May-25,Weekend,Screen 9,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,85,100,85,250,21250,High,Normal Revenue
10-May-25,Weekend,Screen 9,Standard,Fighter,Action,166,4:00 PM,Evening,75,100,75,250,18750,Medium,Normal Revenue
10-May-25,Weekend,Screen 9,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,99,100,99,250,24750,High,Normal Revenue
10-May-25,Weekend,Screen 9,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,71,100,71,250,17750,Medium,Normal Revenue
10-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,10:00 AM,Morning,76,120,63,350,26600,Medium,Normal Revenue
10-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,1:00 PM,Afternoon,102,120,85,350,35700,High,Normal Revenue
10-May-25,Weekend,Screen 10,Premium,Crew,Comedy Drama,124,4:00 PM,Evening,110,120,92,350,38500,High,Normal Revenue
10-May-25,Weekend,Screen 10,Premium,Crew,Comedy Drama,124,7:00 PM,Prime Time,108,120,90,350,37800,High,Normal Revenue
10-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,10:00 PM,Night,88,120,73,350,30800,Medium,Normal Revenue
10-May-25,Weekend,Screen 11,Standard,Fighter,Action,166,10:00 AM,Morning,53,80,66,250,13250,Medium,Normal Revenue
10-May-25,Weekend,Screen 11,Standard,Kalki,Sci-Fi,180,1:00 PM,Afternoon,53,80,66,250,13250,Medium,Normal Revenue
10-May-25,Weekend,Screen 11,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,65,80,81,250,16250,High,Normal Revenue
10-May-25,Weekend,Screen 11,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,71,80,89,250,17750,High,Normal Revenue
10-May-25,Weekend,Screen 11,Standard,Crew,Comedy Drama,124,10:00 PM,Night,61,80,76,250,15250,Medium,Normal Revenue
10-May-25,Weekend,Screen 12,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,87,140,62,450,39150,Medium,Normal Revenue
10-May-25,Weekend,Screen 12,IMAX,Fighter,Action,166,1:00 PM,Afternoon,105,140,75,450,47250,Medium,Normal Revenue
10-May-25,Weekend,Screen 12,IMAX,Animal,Crime Drama,201,4:00 PM,Evening,105,140,75,450,47250,Medium,Normal Revenue
10-May-25,Weekend,Screen 12,IMAX,Pushpa 2,Action,170,7:00 PM,Prime Time,126,140,90,450,56700,High,High Revenue
10-May-25,Weekend,Screen 12,IMAX,Stree 2,Horror Comedy,150,10:00 PM,Night,116,140,83,450,52200,High,High Revenue
11-May-25,Weekend,Screen 1,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,70,120,58,450,31500,Medium,Normal Revenue
11-May-25,Weekend,Screen 1,IMAX,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,80,120,67,450,36000,Medium,Normal Revenue
11-May-25,Weekend,Screen 1,IMAX,Fighter,Action,166,4:00 PM,Evening,91,120,76,450,40950,Medium,Normal Revenue
11-May-25,Weekend,Screen 1,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,115,120,96,450,51750,High,High Revenue
11-May-25,Weekend,Screen 1,IMAX,Stree 2,Horror Comedy,150,10:00 PM,Night,91,120,76,450,40950,Medium,Normal Revenue
11-May-25,Weekend,Screen 2,Standard,Shaitaan,Thriller,132,10:00 AM,Morning,49,80,61,250,12250,Medium,Normal Revenue
11-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,68,80,85,250,17000,High,Normal Revenue
11-May-25,Weekend,Screen 2,Standard,Animal,Crime Drama,201,4:00 PM,Evening,67,80,84,250,16750,High,Normal Revenue
11-May-25,Weekend,Screen 2,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,80,80,100,250,20000,High,Normal Revenue
11-May-25,Weekend,Screen 2,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,56,80,70,250,14000,Medium,Normal Revenue
11-May-25,Weekend,Screen 3,Standard,Bad Newz,Comedy,142,10:00 AM,Morning,66,100,66,250,16500,Medium,Normal Revenue
11-May-25,Weekend,Screen 3,Standard,Fighter,Action,166,1:00 PM,Afternoon,82,100,82,250,20500,High,Normal Revenue
11-May-25,Weekend,Screen 3,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,76,100,76,250,19000,Medium,Normal Revenue
11-May-25,Weekend,Screen 3,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,94,100,94,250,23500,High,Normal Revenue
11-May-25,Weekend,Screen 3,Standard,Pushpa 2,Action,170,10:00 PM,Night,94,100,94,250,23500,High,Normal Revenue
11-May-25,Weekend,Screen 4,IMAX,Munjya,Horror Comedy,123,10:00 AM,Morning,67,140,48,450,30150,Low,Normal Revenue
11-May-25,Weekend,Screen 4,IMAX,Kalki,Sci-Fi,180,1:00 PM,Afternoon,101,140,72,450,45450,Medium,Normal Revenue
11-May-25,Weekend,Screen 4,IMAX,Kalki,Sci-Fi,180,4:00 PM,Evening,140,140,100,450,63000,High,High Revenue
11-May-25,Weekend,Screen 4,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,140,140,100,450,63000,High,High Revenue
11-May-25,Weekend,Screen 4,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,95,140,68,450,42750,Medium,Normal Revenue
11-May-25,Weekend,Screen 5,Standard,Kalki,Sci-Fi,180,10:00 AM,Morning,56,110,51,250,14000,Medium,Normal Revenue
11-May-25,Weekend,Screen 5,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,91,110,83,250,22750,High,Normal Revenue
11-May-25,Weekend,Screen 5,Standard,Munjya,Horror Comedy,123,4:00 PM,Evening,92,110,84,250,23000,High,Normal Revenue
11-May-25,Weekend,Screen 5,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,98,110,89,250,24500,High,Normal Revenue
